,Encoding,CRF,TMO,Temporal,Spatial,Content,SurealMOS
13361,pq,39,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.5,firework,34.98794580663477
13362,hlg,31,Yang21TMO,shot,desat_0.0,Trees,47.77217193181905
13363,hlg,39,DolbyVisionTMO,smooth,None,StainedGlass,48.425945006891716
13364,hlg,31,HableTMO,shot,desat_0.25,CarPark,55.741587984430595
13365,hlg,23,Yang21TMO,shot,desat_0.25,StainedGlass,56.028225505766656
13366,hlg,31,ITU21TMO,framewise,peak_hdr_100000.0,Trees,60.737800559666844
13367,hlg,39,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.25,Nativity,52.892694473948545
13368,hlg,23,Oskarsson17TMO,shot,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Sunroom,48.84543753260518
13369,pq,23,ITU21TMO,smooth,peak_hdr_1000.0,CenterPanorama,36.813939212216674
13370,pq,39,Shan12TMO,shot,wavelet_haar_levels_1,CenterPanorama,35.00813340909495
13371,pq,23,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.5,Light2,56.32195990479516
13372,hlg,39,Durand02TMO,smooth,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,StainedGlass,42.968840401907286
13373,pq,23,Reinhard12TMO,smooth,viewing_cond_neutral,CenterPanorama,59.474402305405135
13374,hlg,39,Rana19TMO,framewise,desat_0.5,Nativity,42.29113590478768
13375,pq,23,ITU21TMO,smooth,peak_hdr_100000.0,football3,47.4323310533389
13376,pq,23,Rana19TMO,shot,desat_0.75,golf2,34.43948383423331
13377,pq,23,HableTMO,framewise,desat_0.25,CenterPanorama,49.3723921706014
13378,pq,31,Yang21TMO,smooth,desat_0.5,golf2,58.28861527346417
13379,pq,39,Reinhard12TMO,shot,viewing_cond_neutral,firework,43.145897576962845
13380,hlg,23,Reinhard12TMO,framewise,viewing_cond_blue,Sunroom,58.95986831058239
13381,hlg,31,Yang21TMO,smooth,desat_0.0,CarPark,48.013403943214755
13382,hlg,39,Eilertsen15TMO,shot,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Nativity,51.19256505204117
13383,hlg,39,Oskarsson17TMO,smooth,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,StainedGlass,39.705639442865724
13384,pq,23,Rana19TMO,framewise,desat_0.5,firework,32.42468373085225
13385,hlg,23,Shan12TMO,shot,wavelet_haar_levels_1,Trees,62.569560685386215
13386,pq,23,Durand02TMO,smooth,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,firework,75.14864155507912
13387,hlg,31,Rana19TMO,shot,desat_0.5,CarPark,48.87686634102961
13388,hlg,31,Durand02TMO,shot,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Nativity,61.03010991834866
13389,hlg,39,Eilertsen15TMO,smooth,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,CarPark,45.0545857418181
13390,pq,31,ITU21TMO,smooth,peak_hdr_1000.0,firework,47.813744200344644
13391,hlg,23,ITU21TMO,smooth,peak_hdr_10000.0,Nativity,60.96959520436792
13392,hlg,39,Reinhard12TMO,smooth,viewing_cond_green,Sunroom,50.785588790960766
13393,pq,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.25,golf2,43.60155224656886
13394,pq,23,Durand02TMO,shot,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Light2,63.04220550204876
13395,pq,39,Rana19TMO,smooth,desat_0.0,football3,31.184409095531198
13396,pq,31,Reinhard12TMO,smooth,viewing_cond_red,CenterPanorama,51.38390370537653
13397,pq,39,Durand02TMO,smooth,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,firework,40.88386478748049
13398,pq,23,ExpertTM,None,None,football3,70.25814739733552
13399,pq,39,Reinhard12TMO,framewise,viewing_cond_neutral,football3,38.450482901029744
13400,pq,39,HableTMO,smooth,desat_0.75,golf2,34.80995171334664
13401,pq,23,Reinhard12TMO,shot,viewing_cond_red,golf2,60.095780776071386
13402,hlg,39,Shan12TMO,framewise,wavelet_haar_levels_1,StainedGlass,45.21298855005189
13403,pq,39,HableTMO,smooth,desat_0.5,football3,36.004287409614086
13404,hlg,39,Oskarsson17TMO,framewise,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Trees,44.993064109688525
13405,hlg,39,Yang21TMO,framewise,desat_0.0,Sunroom,45.35535133223457
13406,pq,31,HableTMO,shot,desat_0.0,golf2,48.00446298547763
13407,hlg,31,Rana19TMO,smooth,desat_0.25,Trees,48.43254661804763
13408,pq,39,Reinhard12TMO,shot,viewing_cond_green,CenterPanorama,38.621388385854665
13409,hlg,31,HableTMO,smooth,desat_0.25,Sunroom,60.71100835514251
13410,hlg,23,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.0,Trees,65.48421435758053
13411,hlg,23,ColorTransformTMO,smooth,None,CarPark,65.4753633059707
13412,hlg,23,Shan12TMO,framewise,wavelet_haar_levels_4,CarPark,50.53975568438244
13413,hlg,31,Oskarsson17TMO,shot,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,StainedGlass,49.5193070053603
13414,hlg,31,Oskarsson17TMO,shot,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Trees,60.89221689311033
13415,pq,31,Rana19TMO,smooth,desat_0.75,football3,33.993300244767255
13416,hlg,39,ITU21TMO,framewise,peak_hdr_1000.0,Nativity,47.64568519819569
13417,hlg,31,ITU21TMO,shot,peak_hdr_100000.0,CarPark,61.445608112982235
13418,hlg,31,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.0,Nativity,65.81498569178699
13419,pq,23,HableTMO,framewise,desat_0.5,Light2,58.218639754823975
13420,pq,39,Oskarsson17TMO,framewise,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,golf2,34.745853915708324
13421,pq,39,Rana19TMO,smooth,desat_0.25,Light2,32.6708984737587
13422,pq,39,Shan12TMO,smooth,wavelet_haar_levels_1,Light2,36.97344990303848
13423,hlg,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.0,CarPark,58.44566262511096
13424,hlg,39,Reinhard12TMO,framewise,viewing_cond_blue,Nativity,55.12962109514911
13425,pq,23,Durand02TMO,smooth,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,CourtYard,72.01916524103997
13426,pq,39,Eilertsen15TMO,shot,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Skyscraper,51.086934607622645
13427,hlg,39,Shan12TMO,shot,wavelet_haar_levels_3,Birds,43.55091020032341
13428,pq,39,Reinhard12TMO,framewise,viewing_cond_neutral,Chasing4,41.36823682319545
13429,pq,39,Rana19TMO,framewise,desat_0.25,CourtYard,36.50920461644805
13430,pq,23,HableTMO,smooth,desat_0.75,CourtYard,50.00843455511343
13431,pq,39,ITU21TMO,shot,peak_hdr_1000.0,CourtYard,43.66882297807401
13432,pq,31,Oskarsson17TMO,framewise,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Light3,49.45854885002438
13433,hlg,39,Eilertsen15TMO,shot,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Fall,51.38327165687248
13434,hlg,39,Oskarsson17TMO,shot,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Sculpture,40.79234046370148
13435,hlg,39,Rana19TMO,smooth,desat_0.75,Snow3,36.9294938057267
13436,pq,39,Eilertsen15TMO,framewise,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Chasing4,44.538560864251366
13437,pq,31,Durand02TMO,framewise,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,NighTraffic,54.15217028054686
13438,hlg,39,Shan12TMO,framewise,wavelet_haar_levels_1,Birds,44.995861619516404
13439,pq,23,Yang21TMO,smooth,desat_0.0,CourtYard,64.2654830861336
13440,pq,23,Yang21TMO,smooth,desat_0.75,CourtYard,58.06896615581141
13441,pq,23,Yang21TMO,framewise,desat_0.75,NighTraffic,46.9862345590753
13442,pq,39,HableTMO,framewise,desat_0.25,Skyscraper,44.62688536116523
13443,pq,39,Eilertsen15TMO,shot,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Chasing4,48.07009982790043
13444,hlg,39,Rana19TMO,framewise,desat_0.0,Sculpture,40.876568183550795
13445,hlg,39,Eilertsen15TMO,shot,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Sculpture,44.14045512726546
13446,hlg,31,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.5,Fall,54.93161769283414
13447,pq,31,Durand02TMO,framewise,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Light3,62.230543843977244
13448,pq,31,Oskarsson17TMO,shot,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Skyscraper,48.25159495543693
13449,pq,23,Oskarsson17TMO,framewise,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Light3,46.14089149053897
13450,hlg,39,Durand02TMO,framewise,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Sculpture,49.538731135979944
13451,hlg,39,Eilertsen15TMO,smooth,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Birds,45.564351131605186
13452,pq,31,HableTMO,shot,desat_0.5,Skyscraper,57.8746854620607
13453,pq,31,Oskarsson17TMO,smooth,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Light3,44.61068349159985
13454,pq,31,Rana19TMO,framewise,desat_0.75,NighTraffic,28.048373814943137
13455,hlg,23,Durand02TMO,shot,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Fall,59.54482091070266
13456,pq,31,Eilertsen15TMO,framewise,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,NighTraffic,64.65203505967348
13457,pq,23,Shan12TMO,shot,wavelet_haar_levels_3,Chasing4,38.70257083651421
13458,pq,31,Eilertsen15TMO,smooth,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Skyscraper,58.410761489165935
13459,hlg,31,HableTMO,shot,desat_0.75,Sculpture,46.37404923899444
13460,hlg,31,Rana19TMO,shot,desat_0.25,Blinds,41.67445535699617
13461,pq,23,Oskarsson17TMO,shot,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Skyscraper,54.65832761203434
13462,pq,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,Chasing4,38.35937309943039
13463,hlg,31,HableTMO,framewise,desat_0.5,Fall,55.43040496575837
13464,pq,39,Yang21TMO,smooth,desat_0.5,Chasing4,40.10221218732909
13465,hlg,39,Rana19TMO,shot,desat_0.0,Birds,39.60166004975095
13466,hlg,39,Eilertsen15TMO,framewise,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Blinds,41.855153760882345
13467,hlg,31,HableTMO,framewise,desat_0.75,Sculpture,45.67513939011355
13468,hlg,23,Durand02TMO,shot,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Birds,60.295924310350465
13469,hlg,23,Rana19TMO,smooth,desat_0.5,Blinds,42.04230184183953
13470,hlg,31,HableTMO,framewise,desat_0.0,Snow3,52.69189866118402
13471,pq,31,Eilertsen15TMO,framewise,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,NighTraffic,66.33574594019105
13472,hlg,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.0,Fall,61.05498622059054
13473,hlg,23,Shan12TMO,shot,wavelet_haar_levels_2,Fall,58.75900346701091
13474,hlg,31,Oskarsson17TMO,framewise,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Sculpture,51.51523294728676
13475,pq,31,ColorTransformTMO,framewise,None,NighTraffic,63.4657495124388
13476,hlg,23,HableTMO,smooth,desat_0.5,Sculpture,55.229448996182704
13477,hlg,23,Rana19TMO,framewise,desat_0.25,Blinds,43.77017920993742
13478,pq,31,ITU21TMO,smooth,peak_hdr_1000000.0,Light3,42.95211039440147
13479,hlg,39,Rana19TMO,smooth,desat_0.0,Snow3,43.4994024333176
13480,pq,39,Yang21TMO,smooth,desat_0.0,Skyscraper,50.283282822185626
13481,hlg,39,Reinhard12TMO,shot,viewing_cond_neutral,Snow3,46.9496347886942
13482,hlg,23,Durand02TMO,framewise,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Blinds,53.43570237728787
13483,pq,31,Shan12TMO,smooth,wavelet_haar_levels_4,CourtYard,59.26454987083276
13484,pq,39,Yang21TMO,smooth,desat_0.25,NighTraffic,39.54565800555701
13485,hlg,23,Durand02TMO,framewise,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Birds,56.3761376955522
13486,hlg,39,Durand02TMO,framewise,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Fall,48.3052930933627
13487,pq,23,Shan12TMO,framewise,wavelet_haar_levels_2,NighTraffic,36.98297278629049
13488,pq,23,ITU21TMO,smooth,peak_hdr_1000000.0,Chasing4,52.44050258691447
13489,hlg,31,Rana19TMO,shot,desat_0.75,Snow3,41.9941394009956
13490,pq,23,Yang21TMO,shot,desat_0.0,Light3,59.09153911991851
13491,hlg,23,Eilertsen15TMO,framewise,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Blinds,49.64774956229968
13492,hlg,31,Yang21TMO,shot,desat_0.75,Snow3,42.501015083248085
13493,pq,39,Shan12TMO,framewise,wavelet_haar_levels_4,Light3,45.81507919715366
13494,hlg,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.5,Birds,39.81292471915291
13495,hlg,23,Yang21TMO,framewise,desat_0.25,Birds,54.93215165761904
13496,hlg,31,HableTMO,smooth,desat_0.25,Blinds,50.848925950552974
13497,hlg,31,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.0,Snow3,57.34043868662064
13498,pq,31,Reinhard12TMO,framewise,viewing_cond_red,Skyscraper,58.17643447143397
13499,hlg,39,HableTMO,smooth,desat_0.25,Fall,53.805237199334385
13500,pq,31,Reinhard12TMO,shot,viewing_cond_blue,CargoBoat,48.20810381693496
13501,pq,31,Reinhard12TMO,smooth,viewing_cond_green,Chasing3,50.17914337086011
13502,hlg,31,ITU21TMO,shot,peak_hdr_1000.0,Snow1,52.207525847495965
13503,hlg,23,Shan12TMO,framewise,wavelet_haar_levels_4,Snow2,58.96131540334476
13504,pq,39,Durand02TMO,smooth,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Flowers,58.78902060988277
13505,pq,31,ITU21TMO,framewise,peak_hdr_1000.0,Daylight1,40.65985093189921
13506,hlg,39,Oskarsson17TMO,smooth,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Lights2,42.68247147391847
13507,hlg,23,HableTMO,shot,desat_0.25,Snow2,57.32457030187422
13508,pq,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.25,Daylight1,54.469455172293806
13509,hlg,39,Reinhard12TMO,framewise,viewing_cond_red,Sunset1,38.87563192793347
13510,hlg,31,Yang21TMO,framewise,desat_0.25,Sunset1,39.43532918707497
13511,pq,23,Rana19TMO,smooth,desat_0.0,Chasing1,49.68321079823796
13512,pq,31,Shan12TMO,smooth,wavelet_haar_levels_2,Flowers,64.70290234881034
13513,hlg,31,Durand02TMO,smooth,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Buildings,54.17343053179596
13514,hlg,23,HableTMO,framewise,desat_0.75,Buildings,43.43228077540502
13515,pq,39,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.0,Chasing1,52.76298100728773
13516,hlg,31,Yang21TMO,shot,desat_0.5,Snow2,51.72015784492967
13517,hlg,39,Durand02TMO,framewise,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Sunset1,39.09929004107817
13518,hlg,31,Shan12TMO,framewise,wavelet_haar_levels_3,Buildings,56.002431385377534
13519,pq,31,ITU21TMO,shot,peak_hdr_100000.0,Chasing1,55.4208823105129
13520,pq,31,Durand02TMO,shot,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,CargoBoat,47.37366137570525
13521,hlg,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.25,Snow1,56.12214242663798
13522,hlg,39,Yang21TMO,framewise,desat_0.5,Snow1,45.16790814861249
13523,hlg,23,Durand02TMO,shot,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Snow1,51.58743583859381
13524,hlg,39,ColorTransformTMO,framewise,None,Snow2,52.715772715659426
13525,pq,39,Reinhard12TMO,smooth,viewing_cond_green,Flowers,59.86983667278286
13526,hlg,39,Durand02TMO,framewise,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Snow1,41.64670281061822
13527,hlg,31,Shan12TMO,framewise,wavelet_haar_levels_2,Buildings,54.03437009612613
13528,pq,31,Shan12TMO,shot,wavelet_haar_levels_1,Flowers,60.32623338137164
13529,pq,31,Oskarsson17TMO,framewise,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Chasing3,46.404700128563526
13530,pq,23,Yang21TMO,smooth,desat_0.0,Chasing3,54.38534978542295
13531,pq,39,Rana19TMO,shot,desat_0.0,Flowers,38.72959730764686
13532,hlg,31,Reinhard12TMO,shot,viewing_cond_neutral,Lights2,58.33110865706589
13533,pq,23,HableTMO,smooth,desat_0.25,CargoBoat,48.300850852905334
13534,pq,31,HableTMO,shot,desat_0.5,Daylight1,45.350199694587914
13535,hlg,23,Oskarsson17TMO,shot,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Sunset1,50.008107607800504
13536,hlg,31,Durand02TMO,shot,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Lights2,57.186454635544955
13537,hlg,39,ITU21TMO,framewise,peak_hdr_1000000.0,Buildings,47.81490047175872
13538,hlg,23,ITU21TMO,shot,peak_hdr_100000.0,Lights2,54.061564206232845
13539,pq,23,DolbyVisionTMO,smooth,None,Daylight1,57.10065175664019
13540,hlg,31,ITU21TMO,shot,peak_hdr_10000.0,Sunset1,49.24623592400564
13541,hlg,39,ITU21TMO,smooth,peak_hdr_1000000.0,Lights2,40.36671248166786
13542,pq,31,Reinhard12TMO,smooth,viewing_cond_blue,Flowers,63.832785216227265
13543,pq,39,Eilertsen15TMO,framewise,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Chasing1,53.905366330503554
13544,hlg,39,Reinhard12TMO,smooth,viewing_cond_neutral,Sunset1,36.6428168716302
13545,pq,39,Yang21TMO,smooth,desat_0.25,Chasing1,48.9262618489997
13546,hlg,39,Oskarsson17TMO,shot,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Sunset1,28.924893558317393
13547,pq,23,ITU21TMO,smooth,peak_hdr_10000.0,CargoBoat,43.05914387311943
13548,pq,23,Reinhard12TMO,framewise,viewing_cond_neutral,CargoBoat,47.95625596250023
13549,pq,23,Yang21TMO,smooth,desat_0.5,Daylight1,45.57555008563296
13550,hlg,31,ITU21TMO,smooth,peak_hdr_1000.0,Lights2,57.345955262758366
13551,pq,31,Shan12TMO,smooth,wavelet_haar_levels_4,Daylight1,46.69391056036483
13552,hlg,39,DolbyVisionTMO,smooth,None,Sunset1,41.33695540788464
13553,pq,39,Rana19TMO,framewise,desat_0.25,Chasing3,34.14099073189084
13554,hlg,39,Rana19TMO,shot,desat_0.5,Snow2,42.76525732703916
13555,pq,23,ITU21TMO,smooth,peak_hdr_100000.0,Flowers,60.2272133820519
13556,hlg,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.75,Snow1,46.15034826557783
13557,pq,31,Rana19TMO,smooth,desat_0.5,Chasing3,39.69579718923563
13558,pq,23,Oskarsson17TMO,framewise,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Chasing3,50.97853716130525
13559,pq,23,Durand02TMO,smooth,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Daylight1,54.226074398343194
13560,hlg,31,Rana19TMO,framewise,desat_0.25,Snow2,51.626484707185966
13561,pq,23,Rana19TMO,shot,desat_0.0,Chasing1,48.25920957875759
13562,hlg,31,Oskarsson17TMO,shot,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Lights2,51.37442649752021
13563,hlg,31,Rana19TMO,shot,desat_0.5,Snow1,50.26960697903783
13564,hlg,31,ITU21TMO,smooth,peak_hdr_100000.0,Snow1,51.94038573990267
13565,hlg,31,Eilertsen15TMO,smooth,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Buildings,46.958687710447656
13566,pq,23,Reinhard12TMO,smooth,viewing_cond_green,Chasing1,61.62877527751749
13567,pq,39,Rana19TMO,framewise,desat_0.5,Chasing3,33.677896885177844
13568,pq,23,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.0,Chasing1,68.45083216756792
13569,pq,23,Rana19TMO,framewise,desat_0.25,CargoBoat,41.4590589269098
13570,hlg,39,Rana19TMO,shot,desat_0.75,Buildings,39.69394753670054
13571,pq,39,Durand02TMO,smooth,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,CargoBoat,31.405552499623198
13572,hlg,39,Durand02TMO,framewise,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Snow2,44.82044191794974
13573,pq,39,Shan12TMO,framewise,wavelet_haar_levels_1,Flowers,54.06976588878404
13574,hlg,39,Reinhard12TMO,smooth,viewing_cond_red,Lights2,50.14125428014414
13575,hlg,31,Durand02TMO,framewise,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Moon,55.232290625127106
13576,pq,39,Yang21TMO,shot,desat_0.75,OfficeBuilding,39.085445198805004
13577,pq,31,ITU21TMO,shot,peak_hdr_10000.0,Light4,46.888329314048136
13578,hlg,23,Reinhard12TMO,smooth,viewing_cond_blue,Sunset2,54.21934630578126
13579,hlg,23,Rana19TMO,smooth,desat_0.0,Lights1,49.99936786403938
13580,pq,31,HableTMO,framewise,desat_0.75,Light4,47.8683932672452
13581,pq,31,HableTMO,framewise,desat_0.0,UrbanLandmark,44.511266717642904
13582,pq,39,Oskarsson17TMO,shot,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Light4,43.83170714590189
13583,pq,39,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.75,Porsche,54.027267555118804
13584,pq,31,Reinhard12TMO,smooth,viewing_cond_blue,Porsche,70.35219657750459
13585,hlg,31,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,Moon,37.820566311478196
13586,hlg,31,ITU21TMO,smooth,peak_hdr_10000.0,Lights1,57.01015904160101
13587,pq,31,Eilertsen15TMO,shot,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Light4,66.00716328531612
13588,pq,23,Reinhard12TMO,framewise,viewing_cond_blue,Porsche,71.43667959144362
13589,hlg,39,Eilertsen15TMO,smooth,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,CoffeeShop,42.790408567589935
13590,hlg,23,Shan12TMO,smooth,wavelet_haar_levels_1,Lights1,62.48090439656052
13591,pq,31,ITU21TMO,shot,peak_hdr_1000000.0,Porsche,58.42568303039949
13592,hlg,31,Rana19TMO,framewise,desat_0.25,Moon,38.68596601936703
13593,hlg,23,ITU21TMO,shot,peak_hdr_1000.0,Sunset2,56.71510863603163
